Domain,Federal Agency,Level of Government,Location,Status,Note,Link,Date Added,Sector
ripuc.org,,State Government,Rhode Island,accepted term,Rhode Island Public Utilities Commission -- Note added 1/29/14 15:24,http://www.ripuc.org/,1/29/14 15:24,rhode island
ritba.org,,State Government,Rhode Island,accepted term,Rhode Island Turnpike and Bridge Authority -- Note added 1/27/14 15:54,http://ritba.org/,1/27/14 15:53,rhode island
rmi-op.net,,State Government,Marshall Islands,accepted term,"Office of the President, Republic of the Marshall Islands -- Note added 6/12/13 13:31",,6/6/13 18:08,islands note
safemt.com,,State Government,Montana,accepted term,"SafeMT, a resource of the Montana State Fund for safety in Montana's workplaces. -- Note added 11/18/13 16:35",http://safemt.com/,11/18/13 16:34,montana state
safesurrender.net,,State Government,North Carolina,accepted term,NC Safe Haven Law - Abandoned Infant Protection Law Site -- Note added 9/15/15 17:54,http://www.safesurrender.net/,6/6/13 18:08,site note
sahp.vcu.edu/vcoa,,State Government,Virginia,accepted term,"The website of the Virginia Center on Aging (VCoA), a statewide agency created by the Virginia General Assembly and housed at Virginia Commonwealth University in the School of Allied Health Professions. VCoA works to protect and improve the quality of life of older Virginians, so that they might remain interdependent and contributing members to life in Virginia. -- Note added 6/27/14 14:23",http://www.sahp.vcu.edu/vcoa/,6/6/13 18:08,general assembly
santeecooper.com,,State Government,South Carolina,accepted term,"Santee Cooper, also known officially from the 1930s as the South Carolina Public Service Authority, is South Carolina's state-owned electric and water utility that came into being during the New Deal. -- Note added 8/25/14 16:04",https://www.santeecooper.com/,6/6/13 18:08,south carolina
saonm.org,,State Government,New Mexico,accepted term,New Mexico Office of the State Auditor -- Note added 7/16/14 5:38,http://www.saonm.org/,6/6/13 18:08,new mexico
savewaternc.org,,State Government,,candidate term,Save Water NC -- Note added 11/12/15 12:34,http://savewaternc.org/,6/6/13 18:08,nc note
sbafla.com,,State Government,Florida,accepted term,"Florida State Board of Administration, created by the Florida Constitution and is governed by a three-member Board of Trustees (Trustees), comprised of the Governor as Chair, the Chief Financial Officer and the Attorney General. -- Note added 8/25/14 16:59",http://www.sbafla.com/fsb/,6/6/13 18:08,florida state
sbctc.ctc.edu,,State Government,Washington,candidate term,Washington State Board for Community and Technical Colleges -- Note added 4/8/14 18:22,http://www.sbctc.ctc.edu/,6/6/13 18:08,washington state
scbwa.org,,State Government,Pennsylvania,accepted term,"State College Borough Water Authority, PA -- Note added 10/1/14 20:16",http://scbwa.org/,6/6/13 18:08,note added
sccommerce.com,,State Government,South Carolina,accepted term,SC dept of commerce -- Note added 8/28/15 15:19,http://sccommerce.com/,6/6/13 18:08,commerce note
sccourts.org,,State Government,South Carolina,accepted term,SC judicial courts -- Note added 8/28/15 15:19,http://sccourts.org/,6/6/13 18:08,courts note
scdmvonline.com,,State Government,South Carolina,accepted term,SC DMV -- Note added 8/28/15 15:20,http://scdmvonline.com/DMVNew/,6/6/13 18:08,note added
sceducationlottery.com,,State Government,South Carolina,accepted term,South Carolina Education Lottery -- Note added 6/12/13 14:24,,6/6/13 18:08,south carolina
scemd.org,,State Government,South Carolina,accepted term,South Carolina Emergency Management Division -- Note added 8/28/15 15:20,http://scemd.org/,6/6/13 18:08,south carolina
scfirststeps.org,,State Government,South Carolina,accepted term,SC early childhood education program -- Note added 8/28/15 15:20,http://scfirststeps.org/,6/6/13 18:08,program note
scgovernorsmansion.org,,State Government,South Carolina,accepted term,SC Gov Mansion  -- Note added 8/28/15 15:23,http://scgovernorsmansion.org/,6/6/13 18:08,note added
scgssm.org,,State Government,South Carolina,accepted term,SC govoners school for science and math -- Note added 8/28/15 15:23,http://www.scgssm.org/,6/6/13 18:08,note added
scguard.com,,State Government,South Carolina,accepted term,SC National Guard -- Note added 8/28/15 15:24,http://www.scguard.com/,6/6/13 18:08,national guard
schev.edu,,State Government,Virginia,accepted term,"The State Council of Higher Education for Virginia (SCHEV) makes higher education public policy recommendations to the Governor and General Assembly in such areas as capital and operating budget planning, enrollment projections, institutional technology needs, and student financial aid. -- Note added 6/27/14 14:25",http://schev.edu/,6/6/13 18:08,state council
schoolclearinghouse.org,,State Government,North Carolina,accepted term,"School Planning Section, North Carolina Department of Public Instruction -- Note added 8/25/14 15:01",http://www.schoolclearinghouse.org/,6/6/13 18:08,north carolina
scilconline.org,,State Government,,accepted term,South Carolina Independent Living Council (SCILC) -- Note added 9/22/15 15:16,,6/6/13 18:08,south carolina
scilconlineblog.org,,State Government,,accepted term,South Carolina Independent Living Council (SCILC) -- Note added 9/22/15 15:17,,9/22/15 15:17,south carolina
scinbre.org,,State Government,South Carolina,accepted term,"The South Carolina EPSCoR/IDeA Program, CCCR COBRE, and the USC School of Medicine Instrumentation Resource Facility -- Note added 8/28/15 15:28",http://www.scinbre.org/,6/6/13 18:08,south carolina
scpcf.com,,State Government,South Carolina,accepted term,SC malpractice patient compensation fund -- Note added 8/28/15 15:27,http://scpcf.com/,6/6/13 18:08,fund note
scsdb.org,,State Government,South Carolina,accepted term,South Carolina School for the Deaf and Blind -- Note added 8/25/14 15:03,http://www.scsdb.org/site/default.aspx?PageID=1,6/6/13 18:08,south carolina
scsilc.com,,State Government,South Carolina,accepted term,South Carolina Statewide Independent Living Council (SILC) -- Note added 9/22/15 15:19,http://scsilc.com/,9/22/15 15:18,south carolina
scsos.com,,State Government,South Carolina,accepted term,SC sec of state -- Note added 8/28/15 15:29,http://scsos.com/,6/6/13 18:08,state note
sctax.org,,State Government,South Carolina,accepted term,South Carolina Department of Revenue -- Note added 8/25/14 15:04,http://www.sctax.org/default.htm,6/6/13 18:08,south carolina
sctuitiongrants.com,,State Government,South Carolina,accepted term,South Carolina Higher EducationTuition Grants Commission -- Note added 8/28/15 15:30,https://sctuitiongrants.org/,6/6/13 18:08,south carolina
scvotes.org,,State Government,South Carolina,accepted term,SC State Election Committee -- Note added 8/28/15 15:30,http://scvotes.org/,6/6/13 18:08,committee note
scvrd.net,,State Government,South Carolina,accepted term,SC Vocab Rehab -- Note added 8/28/15 15:31,http://scvrd.net/,6/6/13 18:08,note added
sddot.com,,State Government,South Dakota,accepted term,South Dakota Department of Transportation -- Note added 7/17/14 5:53,http://sddot.com/,6/6/13 18:08,south dakota
sdhda.org,,State Government,South Dakota,accepted term,South Dakota Housing Development Authority -- Note added 7/17/14 5:54,http://www.sdhda.org/,6/6/13 18:08,south dakota
seanc.org,,State Government,North Carolina,accepted term,STATE EMPLOYEES ASSOCIATION OF NORTH CAROLINA -- Note added 9/15/15 17:56,http://www.seanc.org/,6/6/13 18:08,state employees
seekingmichigan.org,,State Government,Michigan,accepted term,"Seeking Michigan, the online platform for the http://michigan.gov/mhc Michigan Historical Center. It includes http://www.michigan.gov/archivesofmi Archives of Michigan research guides and indexes, a blog, and educator resources&ndash;all from the Michigan Historical Center and Archives of Michigan staff. -- Note added 7/9/14 12:06",http://seekingmichigan.org/,7/9/14 12:04,michigan historical
senate.mn,,State Government,Minnesota,accepted term,Minnesota Senate -- Note added 11/9/15 20:36,http://www.senate.mn/,11/9/15 20:35,note added
servicearizona.com,,State Government,Arizona,accepted term,"Authorized Service Website for the Arizona Department of Transportation, Motor Vehicle Division -- Note added 1/10/14 19:17",http://servicearizona.com/,1/10/14 19:17,department transportation
shipmspa.com,,State Government,Mississippi,accepted term,Mississippi State Port Authority -- Note added 7/25/14 20:50,http://shipmspa.com/,6/6/13 18:08,mississippi state
shpnc.org,,State Government,North Carolina,accepted term,North Carolina State Health Plan for Teachers and State Employees -- Note added 7/25/14 15:10,http://www.shpnc.org/,6/6/13 18:08,north carolina
sled.alaska.edu,,State Government,Alaska,accepted term,SLED (Statewide Library Electronic Doorway) -- Note added 6/6/13 18:08,http://sled.alaska.edu/,6/6/13 18:08,note added
slph.ncpublichealth.com,,State Government,North Carolina,accepted term,"State Laboratory of Public Health, NC Division of Public Health -- Note added 7/26/13 15:11",,6/6/13 18:08,public health
smv.org,,State Government,Virginia,accepted term,"Science Museum of Virginia, located in Richmond, VA -- Note added 7/11/14 18:43",http://smv.org/,6/6/13 18:08,va note
sosnc.com,,State Government,North Carolina,accepted term,NC Secretary Of State -- Note added 9/15/15 17:58,http://sosnc.com/,6/6/13 18:08,secretary state
southcarolinaarts.com,,State Government,South Carolina,accepted term,south carolina arts commission -- Note added 8/28/15 15:32,http://southcarolinaarts.com/,6/6/13 18:08,south carolina
southcarolinahistoricalsociety.org,,State Government,South Carolina,accepted term,south carolina historical society -- Note added 8/28/15 15:32,http://www.southcarolinahistoricalsociety.org/,6/6/13 18:08,south carolina
spsba.org,,State Government,Pennsylvania,accepted term,PA State Public School Building Authority -- Note added 6/7/13 11:53,http://spsba.org/,6/7/13 11:53,pa state
srbc.net,,State Government,Pennsylvania,accepted term,"Susquehanna River Basin Commission - The Susquehanna River Basin Compact, was signed into law on December 24, 1970. The Compact, as adopted by the Congress of the United States, and the legislatures of New York State, Pennsylvania and Maryland, provides the mechanism to guide the conservation, development, and administration of the water resources of the vast river basin. -- Note added 6/26/13 16:30",http://www.srbc.net/,6/6/13 18:08,susquehanna river
startsquad.org,,State Government,North Carolina,accepted term,"Start Squad, kid's portal to the State Library of North Carolina -- Note added 8/25/14 12:12",http://www.startsquad.org/,6/6/13 18:08,portal state
startwithyourheart.com,,State Government,,candidate term,North Carolina's Justus-Warren Heart Disease and Stroke Prevention Task Force -- Note added 11/10/15 20:35,,6/6/13 18:08,north carolinas
state.ak.us,,State Government,Alaska,accepted term,"*state.ak.us pattern to include Alaska state agencies, such as those at: https://www.google.com/#q=site:state.ak.us  -- Note added 7/8/14 12:25",http://alaska.gov/,6/6/13 18:08,pattern include
state.al.us,,State Government,Alabama,accepted term,"*state.al.us pattern to include Alabama state agencies, such as those at: https://www.google.com/#q=site:state.al.us  -- Note added 7/8/14 12:26",http://state.al.us/,6/6/13 18:08,pattern include
state.ar.us,,State Government,Arkansas,accepted term,*state.ar.us pattern for State of Arkansas agencies -- Note added 7/17/13 19:01,http://www.state.ar.us/,6/6/13 18:08,agencies note
state.az.us,,State Government,Arizona,accepted term,"*state.az.us pattern to include Arizona state agencies, such as those at https://www.google.com/#q=site:state.az.us.  -- Note added 12/13/13 13:17",http://az.gov/,6/6/13 18:08,pattern include
state.ca.us,,State Government,California,accepted term,"*state.ca.us pattern to include California state agencies, such as those at: https://www.google.com/#q=site:state.ca.us  -- Note added 6/27/14 16:14",,6/6/13 18:08,pattern include
state.co.us,,State Government,Colorado,accepted term,"Included to find *.state.co.us pattern to find state websites, such as https://www.google.com/search?q=site%3Astate.co.us  -- Note added 1/14/14 15:07",http://www.colorado.gov/,6/6/13 18:08,included find
state.fl.us,,State Government,Florida,accepted term,"*state.fl.us pattern to include Florida state agencies, such as those at: https://www.google.com/#q=site:state.fl.us   -- Note added 6/27/14 16:15",http://www.myflorida.com/,6/6/13 18:08,pattern include
state.ga.us,,State Government,Georgia,accepted term,State of Ga website -- Note added 8/25/15 16:09,http://georgia.gov/,6/6/13 18:08,website note
state.ia.us,,State Government,Iowa,accepted term,State of Iowa -- Note added 8/26/15 13:51,http://www.iowa.gov/,6/6/13 18:08,iowa note
state.id.us,,State Government,Idaho,accepted term,Pattern for *state.id.us websites -- Note added 7/8/13 19:27,http://www.state.id.us/,6/6/13 18:08,websites note
state.il.us,,State Government,Illinois,accepted term,State of Illinois -- Note added 7/3/14 17:38,,6/6/13 18:08,note added
state.in.us,,State Government,Indiana,accepted term,state of  Indiana -- Note added 8/27/15 14:57,http://www.in.gov/core/,6/6/13 18:08,indiana note
state.ky.us,,State Government,Kentucky,accepted term,Ky Website -- Note added 8/27/15 16:57,http://kentucky.gov/Pages/home.aspx,6/6/13 18:08,website note
state.lib.la.us,,State Government,Louisiana,accepted term,State Library of Louisiana -- Note added 7/26/13 16:18,http://www.state.lib.la.us/,6/6/13 18:08,state library
state.ma.us,,State Government,Massachusetts,accepted term,Mass State Website -- Note added 8/26/15 16:22,http://www.mass.gov/portal/,6/6/13 18:08,state website
state.md.us,,State Government,Maryland,accepted term,"State website is at http://www.maryland.gov. state.md.us pattern to include Maryland state agencies, such as those at https://www.google.com/#q=site:state.md.us. -- Note added 7/23/14 16:07",http://www.maryland.gov/Pages/default.aspx,6/6/13 18:08,state website
state.me.us,,State Government,Maine,accepted term,state of maine -- Note added 8/27/15 20:01,http://www.maine.gov/portal/index.html,6/6/13 18:08,maine note
state.mi.us,,State Government,Michigan,accepted term,state of michigan -- Note added 9/3/15 16:11,http://www.michigan.gov/,6/6/13 18:08,michigan note
state.mn.us,,State Government,Minnesota,accepted term,Minnesota.gov portal; 'electronic entry point to Minnesota State government information and services' -- Note added 6/2/15 1:37,http://www.mn.gov/portal/,6/6/13 18:08,state government
state.ms.us,,State Government,Mississippi,accepted term,State of Mississippi -- Note added 7/8/14 12:53,http://www.ms.gov/,6/6/13 18:08,mississippi note
state.ne.us,,State Government,Nebraska,accepted term,*.state.ne.us pattern to include several state agencies. -- Note added 12/9/13 18:31,,6/6/13 18:08,pattern include
state.nh.us,,State Government,New Hampshire,accepted term,NH State Website -- Note added 9/2/15 19:11,https://www.nh.gov/,6/6/13 18:08,nh state
state.nj.us,,State Government,New Jersey,accepted term,"http://www.state.nj.us/ and http://www.nj.gov both resolve to the same site. n*state.nj.us pattern to include New Jersey state agencies, such as those at: https://www.google.com/#q=site:state.nj.us  -- Note added 7/8/14 13:04",http://www.state.nj.us/,6/6/13 18:08,pattern include
state.nm.us,,State Government,New Mexico,accepted term,State of New Mexico -- Note added 7/16/14 5:42,http://www.newmexico.gov/,6/6/13 18:08,new mexico
state.oh.us,,State Government,Ohio,accepted term,State of Ohio -- Note added 3/27/14 18:36,http://ohio.gov/,6/6/13 18:08,ohio note
state.ok.us,,State Government,Oklahoma,accepted term,State of OK website -- Note added 8/28/15 18:27,https://www.ok.gov/,6/6/13 18:08,website note
state.or.us,,State Government,Oregon,accepted term,"http://www.state.or.us/ resolves to a non-styled version of http://www.oregon.gov/  n*state.or.us pattern included here to find State of Oregon agencies, such as: https://www.google.com/search?q=site:state.or.us -- Note added 7/17/14 17:40",http://www.oregon.gov/Pages/index.aspx,6/6/13 18:08,pattern included
state.sc.us,,State Government,South Carolina,accepted term,State of SC  -- Note added 8/28/15 15:35,http://www.sc.gov/Pages/default.aspx,6/6/13 18:08,sc note
state.sd.us,,State Government,South Dakota,accepted term,South Dakota State Government Website -- Note added 7/17/14 6:01,http://sd.gov/,6/6/13 18:08,south dakota
state.tn.us,,State Government,Tennessee,accepted term,Official site of the Tennessee Government -- Note added 6/26/14 13:27,http://state.tn.us/,6/6/13 18:08,official site
state.va.us,,State Government,Virginia,accepted term,The official website of the Commonwealth of Virginia -- Note added 6/27/14 14:50,http://www.state.va.us/,6/6/13 18:08,official website
state.vt.us,,State Government,Vermont,accepted term,State of Vermont -- Note added 8/15/14 14:27,http://www.vermont.gov/portal/,6/6/13 18:08,vermont note
state.wa.us,,State Government,Washington,accepted term,State of Washington -- Note added 11/17/14 6:48,http://access.wa.gov/,6/6/13 18:08,note added
state.wi.us,,State Government,Wisconsin,accepted term,"*.state.wi.us pattern is included here for various Department-level agencies, such as those at: https://www.google.com/search?q=site%3Astate.wi.us  Requires 'www' to resolve. -- Note added 4/2/14 12:49",http://www.state.wi.us/state/,6/6/13 18:08,pattern included
state.wy.us,,State Government,Wyoming,accepted term,State of Wyoming travel and tourism website -- Note added 7/23/14 5:34,http://www.wyo.gov/,6/6/13 18:08,travel tourism
statefair.org,,State Government,Nebraska,accepted term,Nebraska State Fair -- Note added 12/6/13 19:53,http://www.statefair.org/fair/,12/6/13 19:53,nebraska state
statenislandusa.com,,State Government,New York,accepted term,"Staten Island Borough President, New York, NY -- Note added 11/20/13 18:23",http://www.statenislandusa.com/,11/20/13 18:22,new york
surpluspropertydivision.com,,State Government,North Carolina,accepted term,NC Division of Surplus Property -- Note added 9/15/15 18:02,http://surpluspropertydivision.com/,6/6/13 18:08,nc division
sustainablenc.org,,State Government,North Carolina,accepted term,NC sustainability connection -- Note added 9/15/15 18:06,http://ncsustainabilitycenter.org/,6/6/13 18:08,note added
teach4nc.com,,State Government,North Carolina,accepted term,"Welcome to Teach4NC, dedicated to the recruitment of teaching professionals for public schools in North Carolina. -- Note added 9/15/15 18:19",http://teach4nc.com/,6/6/13 18:08,public schools
tennesseeholocaustcommission.org,,State Government,Tennessee,accepted term,Tennessee Holocaust Commission -- Note added 6/26/14 7:22,http://tennesseeholocaustcommission.org/,6/6/13 18:08,commission note
texasbar.com,,State Government,Texas,accepted term,State Bar of Texas -- Note added 6/20/14 16:58,http://www.texasbar.com/,6/6/13 18:08,state bar
tfli.org,,State Government,Tennessee,accepted term,Tennessee Foreign Language Institute -- Note added 6/26/14 7:21,http://www.tfli.org/home/,6/6/13 18:08,institute note
thda.org,,State Government,Tennessee,accepted term,Tennessee Housing Development Agency -- Note added 6/26/14 7:19,http://thda.org/,6/6/13 18:08,housing development
thinkkentucky.com,,State Government,Kentucky,accepted term,kentucky cabinet of economic development -- Note added 8/27/15 16:58,http://thinkkentucky.com/,6/6/13 18:08,economic development
tmrs.org,,State Government,Texas,accepted term,Texas Municipal Retirement System (TMRS)  -- Note added 8/18/14 16:14,http://www.tmrs.org/,6/6/13 18:08,retirement system
tndagc.org,,State Government,Tennessee,accepted term,Tennessee District Attorneys General Conference -- Note added 6/26/14 7:16,http://www.tndagc.org/,6/6/13 18:08,note added
tnema.org,,State Government,Tennessee,accepted term,Tennessee Emergency Management Agency -- Note added 6/26/14 7:15,http://www.tnema.org/,6/6/13 18:08,emergency management
tnlottery.com,,State Government,Tennessee,accepted term,Lottery Tennessee -- Note added 6/12/13 14:26,http://www.tnlottery.com/,6/6/13 18:08,tennessee note
tnmilitary.org,,State Government,Tennessee,accepted term,Tennessee National Guard -- Note added 6/26/14 7:13,http://tnmilitary.org/,6/6/13 18:08,national guard
tnvacation.com,,State Government,Tennessee,accepted term,"Tennessee Vacation, the travel and tourism site for the state of Tennessee -- Note added 8/18/14 15:23",http://www.tnvacation.com/,6/6/13 19:11,travel tourism
tpwmagazine.com,,State Government,Texas,accepted term,Texas Parks and Wildlife magazine -- Note added 3/20/14 16:35,http://tpwmagazine.com/,3/20/14 16:34,parks wildlife
travelalaska.com,,State Government,Alaska,accepted term,Travel and Tourism Site for Alaska -- Note added 6/6/13 19:44,http://www.travelalaska.com/,6/6/13 19:11,travel tourism
traveliowa.com,,State Government,Iowa,accepted term,Travel and Tourism Site for Iowa -- Note added 6/6/13 19:44,http://www.traveliowa.com/,6/6/13 19:11,travel tourism
travelks.com,,State Government,Kansas,accepted term,Travel and Tourism Site for Kansas -- Note added 6/6/13 19:44,http://www.travelks.com/,6/6/13 19:11,travel tourism
travelnevada.com,,State Government,Nevada,accepted term,Travel and Tourism Sites for Nevada -- Note added 6/6/13 19:11,,6/6/13 19:11,travel tourism
travelok.com,,State Government,Oklahoma,accepted term,Travel and Tourism Sites for Oklahoma -- Note added 6/6/13 19:11,http://www.travelok.com/,6/6/13 19:11,travel tourism
traveloregon.com,,State Government,Oregon,accepted term,"Travel and Tourism Site for Oregon, Oregon Tourism Commission -- Note added 7/23/14 16:09",http://traveloregon.com/,6/6/13 19:11,travel tourism
travelsd.com,,State Government,South Dakota,accepted term,Travel and Tourism Sites for South Dakota -- Note added 6/6/13 19:11,http://www.travelsd.com/,6/6/13 19:11,travel tourism
traveltex.com,,State Government,Texas,accepted term,Travel and Tourism Sites for Texas -- Note added 6/6/13 19:11,,6/6/13 19:11,travel tourism
travelwisconsin.com,,State Government,Wisconsin,accepted term,Travel and Tourism Sites for Wisconsin -- Note added 6/6/13 19:11,http://www.travelwisconsin.com/,6/6/13 19:11,travel tourism
treasurer.org,,State Government,Nebraska,accepted term,Nebraska State Treasurer -- Note added 12/6/13 20:03,http://www.treasurer.org/,12/6/13 20:03,nebraska state
treefruitresearch.com,,State Government,Washington,accepted term,Washington Tree Fruit Research Commission -- Note added 11/12/14 6:37,http://treefruitresearch.com/,6/6/13 18:09,commission note
tsa-wa.org,,State Government,Washington,accepted term,Washington State Tobacco Settlement Authority -- Note added 4/8/14 18:29,http://www.tsa-wa.org/,6/6/13 18:09,washington state
txlottery.org,,State Government,Texas,accepted term,Texas Lottery -- Note added 6/12/13 14:26,,6/6/13 18:09,lottery note
uaex.edu,,State Government,Arkansas,accepted term,"University of Arkansas, Division of AgricultureResearch & Extension, University of Arkansas System Arkansas Cooperative Extension Service -- Note added 12/10/14 7:11",http://uaex.edu/,6/6/13 18:09,university arkansas
uaf.edu/ces/,,State Government,Alaska,accepted term,University of Alaska Fairbanks Cooperative Extension Service -- Note added 6/7/13 16:34,http://uaf.edu/ces/,6/7/13 16:34,cooperative extension
uidaho.edu/extension,,State Government,Idaho,accepted term,University of Idaho Extension -- Note added 7/8/13 14:29,http://www.uidaho.edu/extension,6/6/13 18:08,extension note
usviber.org,,State Government,Virgin Islands,accepted term,U.S. Virgin Islands Bureau of Economic Research -- Note added 8/18/14 14:14,http://www.usviber.org/,8/18/14 14:14,us virgin
usvieda.org,,State Government,Virgin Islands,accepted term,U.S. Virgin Islands Economic Development Authority -- Note added 8/18/14 14:12,http://www.usvieda.org/,8/18/14 14:11,us virgin
uvm.edu/extension,,State Government,Vermont,accepted term,University of Vermont Extension -- Note added 8/18/14 5:33,http://www.uvm.edu/extension/,6/6/13 18:09,extension note
uwex.edu,,State Government,Wisconsin,accepted term,University of Wisconsin-Extension -- Note added 8/12/14 5:36,http://www.uwex.edu/,6/6/13 18:09,note added
uwyo.edu/CES,,State Government,Wyoming,accepted term,University of Wyoming Cooperative Extension Service -- Note added 7/23/14 5:39,http://www.uwyo.edu/ces/,6/6/13 18:09,cooperative extension
va-src.org,,State Government,Virginia,accepted term,Virginia State Rehabilitation Council (SRC) -- Note added 8/27/15 14:12,http://va-src.org/,8/27/15 14:11,virginia state
vaao.org,,State Government,Virginia,accepted term,"The Virginia Association of Assessing Officers is a professional organization of assessors and appraisers from state and local governments throughout the Commonwealth. The organization's mission is to improve assessment standards, disseminate information on assessment practices, and provide continuing education to its members. -- Note added 7/11/14 18:56",http://vaao.org/,6/6/13 18:09,state local
vaboard.org,,State Government,Virginia,accepted term,Virginia Board for People with Disabilities -- Note added 7/11/14 18:57,http://vaboard.org/,6/6/13 18:09,disabilities note
vacni.org,,State Government,Virginia,accepted term,Virginia Commonwealth Neurotrauma Initiative (CNI) Trust Fund -- Note added 9/3/15 11:28,http://vacni.org/,9/3/15 11:27,virginia commonwealth
vadars.org,,State Government,Virginia,accepted term,Virginia Department for Aging and Rehabilitative Services -- Note added 8/27/15 14:22,http://vadars.org/,8/27/15 14:21,virginia department
vadrs.org,,State Government,Virginia,accepted term,Virginia Department for Aging and Rehabilitative Services -- Note added 6/6/13 18:09,http://vadrs.org/,6/6/13 18:09,virginia department
vadsa.org,,State Government,Virginia,accepted term,Virginia Disability Services Agencies -- Note added 7/14/14 16:54,http://vadsa.org/,6/6/13 18:09,disability services
vafire.com,,State Government,Virginia,accepted term,Virginia Department of Fire Programs -- Note added 6/12/13 18:15,http://vafire.com/,6/6/13 18:09,virginia department
valottery.com,,State Government,Virginia,accepted term,Virginia Lottery -- Note added 6/12/13 14:27,http://valottery.com/,6/6/13 18:09,virginia lottery
vasilc.org,,State Government,Virginia,accepted term,Virginia Statewide Independent Living Council -- Note added 9/3/15 11:14,http://vasilc.org/,9/3/15 11:14,statewide independent
vats.org,,State Government,Virginia,accepted term,Virginia Assistive Technology System -- Note added 7/11/14 19:06,http://vats.org/,6/6/13 18:09,assistive technology
vcef.net,,State Government,Virginia,accepted term,Virginia Career Education Foundation is a non-profit organization that works to increase the number of qualified applicants available to fill technical positions throughout the Commonwealth of Virginia. -- Note added 7/11/14 19:07,http://www.vcef.net/,6/6/13 18:09,throughout commonwealth
vdbvi.org,,State Government,Virginia,accepted term,Virginia Department for the Blind and Vision Impaired -- Note added 7/11/14 19:09,http://vdbvi.org/,6/6/13 18:09,virginia department
vddhh.org,,State Government,Virginia,accepted term,Virginia Department for the Deaf and Hard of Hearing (VDDHH) -- Note added 7/11/14 19:09,http://vddhh.org/,6/6/13 18:09,virginia department
vendor.ncgov.com,,State Government,North Carolina,accepted term,State of North Carolina's Vendor Registration -- Note added 1/14/14 13:04,https://vendor.ncgov.com/,6/6/13 18:09,state north
vermontartscouncil.org,,State Government,Vermont,accepted term,Vermont Arts Council -- Note added 8/18/14 5:35,http://vermontartscouncil.org/,6/6/13 18:09,arts council
vermonthistory.org,,State Government,Vermont,accepted term,Vermont Historical Society -- Note added 8/18/14 5:36,http://vermonthistory.org/,6/6/13 18:09,historical society
VermontVacation.com,,State Government,Vermont,accepted term,Travel and Tourism Site for Vermont -- Note added 6/6/13 19:19,http://vermontvacation.com/,6/6/13 19:19,travel tourism
vhda.com,,State Government,Virginia,accepted term,Virginia Housing Development Authority -- Note added 7/11/14 19:10,http://www.vhda.com/,6/6/13 18:09,virginia housing
vhfa.org,,State Government,Vermont,accepted term,Vermont Housing Finance Agency -- Note added 8/18/14 5:37,http://vhfa.org/,6/6/13 18:09,housing finance
vhib.org,,State Government,Virginia,accepted term,The Virginia Horse Industry Board is responsible for the promotion and economic development of the horse industry in Virginia and operates through the Virginia Department of Agriculture and Consumer Services. -- Note added 7/11/14 19:12,http://vhib.org/,6/6/13 18:09,horse industry
vibonline.org,,State Government,Virginia,accepted term,"Virginia Industries for the Blind, Commonwealth of Virginia -- Note added 9/3/15 11:46",http://vibonline.org/,9/3/15 11:45,industries blind
vide.vi,,State Government,Virgin Islands,accepted term,Virgin Islands Department of Education -- Note added 8/18/14 14:08,http://www.vide.vi/,8/18/14 14:07,virgin islands
viig.org,,State Government,Virgin Islands,accepted term,Office of the Virgin Islands Inspector General -- Note added 8/18/14 14:13,http://www.viig.org/,8/18/14 14:12,virgin islands
vipd.gov.vi,,State Government,Virgin Islands,accepted term,U.S. Virgin Islands Police Department -- Note added 8/18/14 14:16,,8/18/14 14:15,us virgin
virginia.org,,State Government,Virginia,accepted term,Travel and Tourism Sites for Virginia -- Note added 6/6/13 19:11,,6/6/13 19:11,travel tourism
virginia529.com,,State Government,Virginia,accepted term,Virginia College Savings Plan -- Note added 7/11/14 19:18,http://virginia529.com/,6/6/13 18:09,college savings
virginiaallies.org,,State Government,Virginia,accepted term,Virginia Economic Development Partnership's Ally Information Exchange -- Note added 7/11/14 20:17,http://virginiaallies.org/,6/6/13 18:09,virginia economic
virginiadot.org,,State Government,Virginia,accepted term,Virginia Department of Transportation -- Note added 7/11/14 20:18,http://virginiadot.org/,6/6/13 18:09,virginia department
virginiaresources.org,,State Government,Virginia,accepted term,Virginia Resources Authority -- Note added 7/11/14 20:19,http://virginiaresources.org/,6/6/13 18:09,authority note
visitcalifornia.com,,State Government,California,accepted term,Travel and Tourism Site for California -- Note added 8/27/13 12:59,,6/6/13 18:09,travel tourism
visitcwc.com,,State Government,California,accepted term,California Welcome Centers -- Note added 8/27/13 12:58,,8/27/13 12:58,note added
visitdelaware.com,,State Government,Delaware,accepted term,Travel and Tourism Sites for Delaware -- Note added 6/6/13 19:11,http://www.visitdelaware.com/,6/6/13 19:11,travel tourism
visitflorida.com,,State Government,Florida,accepted term,Travel and Tourism Site for Florida -- Note added 6/6/13 19:15,http://www.visitflorida.com/en-us.html,6/6/13 19:14,travel tourism
visitguam.org,,State Government,Guam,accepted term,Travel and Tourism Sites for Guam -- Note added 6/6/13 19:11,,6/6/13 19:11,travel tourism
visitidaho.org,,State Government,Idaho,accepted term,Travel and Tourism Site for Idaho -- Note added 6/6/13 19:48,http://www.visitidaho.org/,6/6/13 19:11,travel tourism
visitmaine.com,,State Government,Maine,accepted term,Travel and Tourism Sites for Maine -- Note added 6/6/13 19:11,http://visitmaine.com/,6/6/13 19:11,travel tourism
