Domain,Federal Agency,Level of Government,Location,Status,Note,Link,Date Added,Sector
floridamarine.org,,State Government,Florida,accepted term,Florida Fish and Wildlife Conservation Commission -- Note added 7/8/14 12:46,http://ocean.floridamarine.org/Boating_Guides/,7/8/14 12:45,florida fish
floridaredistricting.org,,State Government,Florida,accepted term,Florida re-districting website.  House Speaker Will Weatherford and Senate President Don Gaetz called a special session from August 7-15 to amend Congressional Districts 5 and 10 consistent with the Final Judgment issued by the circuit court in Romo v. Detzner and to make conforming changes to districts that are a direct result of the changes to Congressional Districts 5 and 10. -- Note added 6/23/15 18:02,http://www.floridaredistricting.org/,6/6/13 18:08,congressional districts
floridatracking.com,,State Government,Florida,accepted term,"Florida Environmental Public Health Tracking, Florida Department of Health This web portal was supported by Cooperative Agreement Number 5U38EH000941 from the Centers for Disease Control and Prevention. Its contents are solely the responsibility of the authors (FL Tracking Team) and do not necessarily represent the official views of the Centers for Disease Control and Prevention. -- Note added 7/9/15 15:15",http://www.floridatracking.com/HealthTrackFL/default.aspx,10/24/14 12:10,environmental public
fltreasurehunt.org,,State Government,Florida,accepted term,"The state of Florida's Unclaimed Property, Florida Treasure Hunt. -- Note added 6/6/13 18:08",https://www.fltreasurehunt.org/ControlServlet?ActionForm=GotoNewPublicSearch,6/6/13 18:08,unclaimed property
flwaterpermits.com,,State Government,Florida,accepted term,"Florida Water Permiting Portal This portal provides links to information about water resource permitting in Florida, and links to DEP and the water management districts to: n Apply for permits and other authorizations, including: n Environmental Resource Permits * (and authorizations to use state-owned submerged lands, where applicable) Consumptive and Water Use Permits Well Construction Permits Works of the District Permits    -- Note added 6/23/15 18:21",http://flwaterpermits.com/,6/6/13 18:08,water management
freshfromflorida.com,,State Government,Florida,accepted term,Florida Department of Agriculture and Consumer Services -- Note added 1/10/14 19:03,http://www.freshfromflorida.com/,1/10/14 19:03,florida department
fsmgov.org,,State Government,Federated States of Micronesia,accepted term,National Government of the Federated States of Micronesia -- Note added 6/12/13 13:58,,6/6/13 18:08,national government
gadod.net,,State Government,,candidate term,Georgia National Guard -- Note added 1/23/14 13:59,,1/23/14 13:59,national guard
gadoe.org,,State Government,Georgia,accepted term,State of Georgia Department of Education -- Note added 6/6/13 18:08,http://www.gadoe.org/,6/6/13 18:08,department education
galottery.com,,State Government,Georgia,accepted term,Georgia lottery -- Note added 6/12/13 14:07,,6/6/13 18:08,lottery note
ganocall.com,,State Government,Georgia,accepted term,GA Do Not Call List. GA Dept of Law. Consumer Protection Unit.  -- Note added 8/25/15 15:32,http://consumer.georgia.gov/consumer-topics/do-not-call-law,6/6/13 18:08,consumer protection
gasdf.com,,State Government,Georgia,accepted term,Georgia State Defense Force -- Note added 1/23/14 14:03,http://paonews.net/,1/23/14 14:03,georgia state
gasdf.org,,State Government,Georgia,accepted term,Georgia State Defense Force public beta domain. Crosslinked with gasdf.us email domain.,https://www.gasdf.org/,2/23/22 0:00,georgia state
gasdf.us,,State Government,Georgia,accepted term,Georgia State Defense Force email domain. Referenced on https://directory.doas.ga.gov/. Not in use as a public website.,,2/23/22 0:00,georgia state
gearupms.org,,State Government,Mississippi,accepted term,"GEAR UP Mississippi operates as part of the Institutions of Higher Learning, Office of Academic and Student Affairs in collaboration with the Mississippi Department of Education, State Board for Community and Junior Colleges and community and national partners. Funding is provided by the United States Department of Education. -- Note added 7/23/14 17:21",http://gearupms.org/,6/6/13 18:08,mississippi department
geauxguard.com,,State Government,Louisiana,accepted term,Lousiana National Guard -- Note added 1/22/14 19:28,http://geauxguard.com/,6/6/13 18:08,national guard
geoinfo.nmt.edu,,State Government,New Mexico,accepted term,New Mexico Bureau of Geology & Mineral Resources -- Note added 7/16/14 5:13,http://geoinfo.nmt.edu/,6/6/13 18:08,new mexico
georgiacivilwar.org,,State Government,Georgia,accepted term,The Georgia Civil War Commission -- Note added 8/25/15 15:31,http://georgiacivilwar.org/,6/6/13 18:08,civil war
georgiafmc.com,,State Government,Georgia,accepted term,The Georgia Fiscal Management Council    -- Note added 8/25/15 15:30,http://georgiafmc.com/,6/6/13 18:08,council note
georgiatrust.org,,State Government,Georgia,accepted term,Georgia Trust (Preservation Committee) -- Note added 8/25/15 15:28,http://www.georgiatrust.org/,6/6/13 18:08,committee note
getagameplan.org,,State Government,Louisiana,accepted term,Governor's Office of Homeland Security and Emergency Preparedness -- Note added 1/10/14 19:17,http://getagameplan.org/,1/10/14 19:17,governors office
getcollegefunds.org,,State Government,Oregon,accepted term,Oregon Student Access Commission -- Note added 1/10/14 19:17,http://getcollegefunds.org/,1/10/14 19:17,commission note
gnfa.com,,State Government,Georgia,accepted term,Ga National Fair Grounds and Agricenter -- Note added 8/25/15 15:27,http://www.gnfa.com/,6/6/13 18:08,note added
godr.org,,State Government,Georgia,accepted term,Georgia Commission on Dispute Resolution -- Note added 12/5/13 14:15,http://godr.org/,6/6/13 18:08,note added
gohawaii.com,,State Government,Hawaii,accepted term,"Hawaii Tourism Authority, Travel and Tourism Site for Hawaii -- Note added 2/10/15 14:00",http://www.gohawaii.com/en/,6/6/13 19:11,travel tourism
gonefishingpa.com,,State Government,Pennsylvania,accepted term,Pennsylvania Fish and Boat Commission's Outdoor Shop -- Note added 6/7/13 11:34,http://gonefishingpa.com/,6/7/13 11:33,pennsylvania fish
gottobenc.com,,State Government,North Carolina,accepted term,"Got to Be NC Agriculture, Goodness Grows in NC, North Carolina Department of Agriculture & Consumer Services -- Note added 6/28/13 16:56",http://gottobenc.com/,6/6/13 18:08,got nc
gottobencfestival.com,,State Government,North Carolina,accepted term,"Got To Be NC Festival, a production of the NC Department of Agriculture -- Note added 8/2/13 15:48",http://gottobencfestival.com/,6/6/13 18:08,got nc
gotyourbackarkansas.org,,State Government,Arkansas,accepted term,Consumer Protection Division of the Arkansas Attorney General's Office -- Note added 1/10/14 19:17,http://gotyourbackarkansas.org/,1/10/14 19:17,consumer protection
gov.mp,,State Government,Northern Mariana Islands,accepted term,"Office of the Governor and Lt. Governor, Commonwealth of the Northern Mariana Islands plus *.gov.mp pattern for other government websites -- Note added 6/7/13 18:59",,6/6/13 18:09,northern mariana
gov.pr,,State Government,Puerto Rico,accepted term,"*.gov.pr pattern for several Puerto Rican government agencies, such as https://www.google.com/#q=site:gov.pr  -- Note added 7/23/14 14:48",,6/6/13 18:08,government agencies
gov.vi,,State Government,Virgin Islands,accepted term,*.gov.vi pattern for Virgin Island government sites -- Note added 6/7/13 18:57,http://www.gov.vi/,6/6/13 18:08,sites note
govce.net,,State Government,Virginia,accepted term,"Virginia Correctional Enterprises, a Department of Corrections work program to produce goods and services for agencies of the Commonwealth of Virginia  -- Note added 11/19/13 21:11",http://www.govce.net/,6/6/13 18:09,services agencies
governorbryant.com,,State Government,Mississippi,accepted term,"Governor Phil Bryant (Mississippi's 64th governor, 2012-) -- Note added 12/6/13 13:03",http://www.governorbryant.com/,6/6/13 18:08,governor note
governormorehead.net,,State Government,North Carolina,accepted term,Governor Morehead School for the Blind -- Note added 7/31/13 16:23,http://www.governormorehead.net/,6/6/13 18:08,school blind
groupbenefits.org,,State Government,Louisiana,accepted term,"Office of Group Benefits, State of Louisiana -- Note added 9/22/15 17:04",https://www.groupbenefits.org/portal/page/portal30/SHARED/O/OGBWEB/EXPLORE_OGB,6/6/13 18:08,state louisiana
gsfc.org,,State Government,Georgia,accepted term,Georgia Student Finance Commission -- Note added 8/25/15 15:25,https://www.gsfc.org/gsfcnew/index.cfm,6/6/13 18:08,finance commission
guamag.org,,State Government,Guam,accepted term,Guam Attorney General -- Note added 6/7/13 17:47,,6/7/13 17:47,attorney general
guamlegislature.com,,State Government,Guam,accepted term,Guam Legislature -- Note added 6/7/13 17:46,,6/6/13 18:08,legislature note
guamtax.com,,State Government,Guam,accepted term,Guam Department of Revenue and Taxation -- Note added 6/7/13 17:56,,6/7/13 17:56,department revenue
havemilk.com,,State Government,Washington,accepted term,Official site of the Washington Dairy Products Commission -- Note added 11/20/14 6:54,http://www.havemilk.com/,6/6/13 18:08,official site
hawaiipublicschools.org,,State Government,Hawaii,accepted term,Hawaii State Department of Education -- Note added 6/6/13 18:08,http://www.hawaiipublicschools.org/Pages/home.aspx,6/6/13 18:08,hawaii state
hoffmanestates.com,,State Government,Illinois,accepted term,"Village of Hoffman Estates, IL -- Note added 7/2/14 18:35",http://www.hoffmanestates.com/,6/6/13 18:08,note added
house.mn,,State Government,Minnesota,accepted term,Minnesota House of Representatives -- Note added 11/9/15 20:35,http://www.house.mn/,11/9/15 20:35,note added
hsnm.org,,State Government,New Mexico,accepted term,Historical Society of New Mexico -- Note added 7/16/14 5:16,http://www.hsnm.org/,6/6/13 18:08,historical society
hsofmich.org,,State Government,Michigan,accepted term,Michigan State Humanities and Social Services Online -- Note added 9/3/15 15:22,http://hsofmich.org/,6/6/13 18:08,michigan state
htdc.org,,State Government,Hawaii,accepted term,High Technology Development Corporation. HTDC 'is a state agency established by the Hawaii State Legislature in 1983 to facilitate the development and growth of Hawaii's commercial high technology industry.' -- Note added 6/12/13 13:21,http://htdc.org/,6/6/13 18:08,high technology
hwtfc.org,,State Government,North Carolina,accepted term,NC health and Wellness Trust fund -- Note added 9/11/15 20:19,http://www.hwtfc.org/,6/6/13 18:08,nc health
ialottery.com,,State Government,Iowa,accepted term,Iowa Lottery -- Note added 6/12/13 14:08,http://www.ialottery.com/,6/6/13 18:08,lottery note
ianrpubs.unl.edu,,State Government,Nebraska,accepted term,University of Nebraska - Lincoln Extension publications -- Note added 11/20/13 19:14,http://ianrpubs.unl.edu/,6/6/13 18:08,extension publications
idahoarmyguard.org,,State Government,Idaho,accepted term,Idaho Army National Guard -- Note added 1/23/14 14:03,http://idahoarmyguard.org/,1/23/14 14:03,army national
idaholottery.com,,State Government,Idaho,accepted term,Idaho Lottery -- Note added 6/12/13 14:09,http://idaholottery.com/,6/6/13 18:08,lottery note
idsaves.org,,State Government,Idaho,accepted term,IDeal - Idaho College Savings Program -- Note added 7/8/13 19:00,https://www.idsaves.org/,6/6/13 18:08,college savings
ifcem.com,,State Government,Indiana,accepted term,"Benefits Portal, http://www.in.gov/fssa/ Indiana Family and Social Services Administration -- Note added 11/20/13 19:35",https://www.ifcem.com,6/6/13 18:08,social services
illinoisepay.com,,State Government,Illinois,accepted term,Office of the Illinois State Treasurer -- Note added 7/2/14 18:37,http://illinoisepay.com/,6/6/13 18:08,state treasurer
illinoislottery.com,,State Government,Illinois,accepted term,Illinois Lottery -- Note added 6/12/13 14:09,http://www.illinoislottery.com/,6/6/13 18:08,lottery note
iloveny.com,,State Government,New York,accepted term,Travel and Tourism Site for New York -- Note added 6/6/13 19:12,http://iloveny.com/,6/6/13 19:11,travel tourism
inclusivehealth.org,,State Government,North Carolina,accepted term,"Inclusive Health, North Carolina Health Insurance Risk Pool, Inc. -- Note added 11/20/13 19:54",http://inclusivehealth.org/,6/6/13 18:08,north carolina
innovatewashington.org,,State Government,Washington,accepted term,Innovate Washington is hereby created as a state agency exercising public and essential governmental functions. Innovate Washington is created as the successor to the Washington technology center and the Spokane intercollegiate research and technology institute (SIRTI). See http://apps.leg.wa.gov/RCW/default.aspx?cite=43.333&full=true  -- Note added 7/23/14 14:21,http://innovatewashington.org/,6/6/13 18:08,innovate washington
investguam.com,,State Government,Guam,accepted term,Guam Economic Development Authority (GEDA) web site. GEDA is an autonomous agency of the Government of Guam and a Guam public corporation. -- Note added 6/7/13 17:59,http://investguam.com/,6/6/13 18:08,economic development
investmentmt.com,,State Government,Montana,accepted term,Montana Board of Investments -- Note added 11/21/13 14:44,http://investmentmt.com/,6/6/13 18:08,note added
iowaeconomicdevelopment.com,,State Government,Iowa,accepted term,Iowa Economic Development Authority -- Note added 11/21/13 15:05,http://iowaeconomicdevelopment.com/,11/21/13 15:04,economic development
iowanation.org,,State Government,Oklahoma,accepted term,"Iowa Tribe of Oklahoma, Perkins, OK -- Note added 11/21/13 15:11",http://bahkhoje.com/,6/6/13 18:08,note added
iowanationalguard.com,,State Government,Iowa,accepted term,Iowa National Guard -- Note added 1/23/14 14:03,http://www.iowanationalguard.com/SitePages/Index.aspx,1/23/14 14:03,national guard
iowastatefair.org,,State Government,Iowa,accepted term,Iowa State Fair -- Note added 6/12/13 18:48,http://www.iowastatefair.org/,6/12/13 18:48,iowa state
itsok2ask.com,,State Government,North Carolina,accepted term,"The North Carolina Division of Public Health, Injury and Violence Prevention Branch, Youth Suicide Prevention Program works in collaboration with The North Carolina Youth Suicide Prevention Task Force to address youth suicide prevention in North Carolina. -- Note added 11/21/13 20:33",http://itsok2ask.com/,6/6/13 18:08,north carolina
jerseyhistory.org,,State Government,New Jersey,accepted term,new jersey history site -- Note added 9/16/15 14:49,http://jerseyhistory.org/,6/6/13 18:08,new jersey
jfkadatc.net,,State Government,North Carolina,accepted term,Julian F. Keith Alcohol and Drug Abuse Treatment Center. JFK ADATC operates under the authority of the State of North Carolina through the Division of State Operated Healthcare Facilities -- Note added 9/22/15 17:00,http://www.jfkadatc.net/,6/6/13 18:09,state north
jobs4jersey.com,,State Government,New Jersey,accepted term,Jobs4Jersey. NJ Department of Labor and Workforce Development. -- Note added 6/6/13 18:08,http://jobs4jersey.com/,6/6/13 18:08,nj department
justice.gov.gu,,State Government,Guam,accepted term,"Unified Courts of Guam, Guam Judiciary - www.justice.gov.gu -- Note added 6/7/13 17:57",,6/7/13 17:50,guam guam
justiceadmin.org,,State Government,Florida,accepted term,"Justice Administration Commission - The Justice Administrative Commission (JAC), created in 1965, provides administrative services on behalf of 49 judicial related entities. -- Note added 6/23/15 19:03",http://justiceadmin.org/,6/6/13 18:08,note added
kacada.org,,State Government,,candidate term,Kentucky Academic Advising Association -- Note added 1/3/14 13:19,,1/3/14 13:18,association note
kansashighwaypatrol.org,,State Government,Kansas,accepted term,Kansas Highway Patrol -- Note added 7/9/14 4:30,http://www.kansashighwaypatrol.org/,6/6/13 18:08,note added
kentuckygsa.com,,State Government,Kentucky,accepted term,kentucky center -- Note added 8/27/15 16:36,http://www.kentuckycenter.org/,6/6/13 18:08,center note
kentuckyguard.com,,State Government,Kentucky,accepted term,Kentucky National Guard -- Note added 1/23/14 14:03,http://kentuckyguard.com/,1/23/14 14:03,national guard
kentuckyhousing.org,,State Government,Kentucky,accepted term, kentucky housing corp -- Note added 8/27/15 16:37,http://www.kyhousing.org/Pages/default.aspx,6/6/13 18:08,note added
kentuckystatepolice.org,,State Government,Kentucky,accepted term,Kentucky State Police -- Note added 6/12/13 18:09,http://kentuckystatepolice.org/,6/6/13 18:08,state police
kentuckytourism.com,,State Government,Kentucky,accepted term,Travel and Tourism Site for Kentucky -- Note added 6/6/13 19:38,http://www.kentuckytourism.com/,6/6/13 19:11,travel tourism
kheaa.com,,State Government,Kentucky,accepted term,Kentucky Higher Education Assistance Authority -- Note added 7/26/13 17:48,https://www.kheaa.com/website/kheaa/home,6/6/13 18:08,higher education
kltprc.info,,State Government,Kentucky,accepted term,Ky legislature -- Note added 8/27/15 16:39,http://www.lrc.ky.gov/,6/6/13 18:08,legislature note
ksbha.org,,State Government,Kansas,accepted term,Kansas State Board of Healing Arts -- Note added 7/9/14 4:38,http://www.ksbha.org/main.shtml,6/6/13 18:08,kansas state
ksbn.org,,State Government,Kansas,accepted term,Kansas State Board of Nursing -- Note added 7/9/14 4:39,http://www.ksbn.org/,6/6/13 18:08,kansas state
kscourts.org,,State Government,Kansas,accepted term,Kansas Judicial Branch -- Note added 7/9/14 4:40,http://www.kscourts.org/,6/6/13 18:08,judicial branch
ksdot.org,,State Government,Kansas,accepted term,Kansas Department of Transportation -- Note added 3/20/14 15:35,http://www.ksdot.org/,3/20/14 15:35,kansas department
kshs.org,,State Government,Kansas,accepted term,Kansas Historical Society -- Note added 7/9/14 4:41,http://kshs.org/,6/6/13 18:08,historical society
kslegislature.org,,State Government,Kansas,accepted term,Kansas State Legislature -- Note added 7/9/14 4:42,http://kslegislature.org/li/,6/6/13 18:08,kansas state
kslottery.com,,State Government,Kansas,accepted term,Kansas Lottery -- Note added 6/12/13 14:09,http://www.kslottery.com/,6/6/13 18:08,lottery note
ksrevenue.org,,State Government,Kansas,accepted term,Kansas Department of Revenue -- Note added 7/9/14 4:44,http://ksrevenue.org/,6/6/13 18:08,kansas department
kssos.org,,State Government,Kansas,accepted term,"Office of the Secretary of State, State of Kansas -- Note added 7/23/14 15:51",http://kssos.org/,6/6/13 18:08,office secretary
kyagr.com,,State Government,Kentucky,accepted term,Kentucky Department of Agriculture -- Note added 7/5/13 17:39,http://www.kyagr.com/,6/6/13 18:08,department agriculture
kyconvention.org,,State Government,Kentucky,accepted term,ky convention center  -- Note added 8/27/15 16:39,http://kyconvention.org/,6/6/13 18:08,convention center
kyepsb.net,,State Government,Kentucky,accepted term,Kentucky Education Professional Standards Board -- Note added 7/5/13 17:38,http://kyepsb.net/,6/6/13 18:08,board note
kyfairexpo.org,,State Government,Kentucky,accepted term,KY expo center -- Note added 8/27/15 16:41,http://kyfairexpo.org/,6/6/13 18:08,center note
kylottery.com,,State Government,Kentucky,accepted term,Kentucky Lottery -- Note added 6/12/13 14:10,,6/6/13 18:08,lottery note
kytreasury.com,,State Government,Kentucky,accepted term,KY Treasury -- Note added 8/27/15 16:42,http://kytreasury.com/,6/6/13 18:08,note added
labenfa.com,,State Government,Louisiana,accepted term,LA Board of Examiners of Nursing Facility Administrators -- Note added 9/22/15 20:03,http://www.labenfa.com/,6/6/13 18:08,board examiners
labmt.org,,State Government,Louisiana,accepted term,Louisiana Board of Massage Therapy -- Note added 11/12/15 17:36,https://www.labmt.org/site.php,11/12/15 17:36,louisiana board
labp.com,,State Government,Louisiana,accepted term,Louisiana Board of Pharmacy -- Note added 8/24/15 14:41,http://labp.com/,6/6/13 18:08,louisiana board
labswe.org,,State Government,Louisiana,accepted term,Louisiana State Board of Social Work Examiners -- Note added 8/24/15 14:41,http://labswe.org/,6/6/13 18:08,louisiana state
lachiropracticboard.com,,State Government,Louisiana,accepted term, Louisiana State Board of Chiropractic Examiners -- Note added 8/24/15 14:42,http://lachiropracticboard.com/,6/6/13 18:08,louisiana state
lacisd.org,,State Government,Louisiana,accepted term,The Council of Information Services Directors for Louisiana -- Note added 8/24/15 14:43,http://lacisd.org/,6/6/13 18:08,information services
lacourtreporterboard.com,,State Government,Louisiana,accepted term,Louisiana Board of Examiners of Certified Shorthand Reporters -- Note added 9/23/15 12:16,http://lacourtreporterboard.com/,6/6/13 18:08,louisiana board
laddc.org,,State Government,,candidate term,Louisiana Developmental Disabilities Council -- Note added 9/23/15 13:30,,6/6/13 18:08,developmental disabilities
laeggs.com,,State Government,Louisiana,accepted term,"Louisiana Egg Commission, Louisiana Department of Agriculture & Forestry  -- Note added 9/23/15 14:53",http://laeggs.com/,6/6/13 18:08,department agriculture
lalb.org,,State Government,Louisiana,accepted term,Louisiana Auctioneers Licensing Board -- Note added 9/23/15 16:37,http://lalb.org/,6/6/13 18:08,licensing board
lapels.com,,State Government,Louisiana,accepted term,Louisiana Professional Engineering and Land Surveying Board -- Note added 8/24/15 14:46,http://lapels.com/,6/6/13 18:08,board note
laptboard.org,,State Government,Louisiana,accepted term,Louisiana Physical Therapy Board -- Note added 8/24/15 14:46,http://laptboard.org/,6/6/13 18:08,physical therapy
lasc.org,,State Government,Louisiana,accepted term,Louisiana Supreme Court -- Note added 9/23/15 16:38,http://www.lasc.org/,6/6/13 18:08,supreme court
lastbdarchs.com,,State Government,Louisiana,accepted term,Louisiana State Board of Architectural Examiners -- Note added 1/14/14 14:13,http://lastbdarchs.com/,6/6/13 18:08,louisiana state
laworks.net,,State Government,Louisiana,accepted term,Louisiana Workforce Commission (LAWorks) -- Note added 9/23/15 16:41,http://www.laworks.net/,6/6/13 18:08,note added
lbedn.org,,State Government,Louisiana,accepted term,Louisiana Board of Examiners in Dietetics and Nutrition  -- Note added 8/24/15 14:48,http://lbedn.org/,6/6/13 18:08,louisiana board
lbespa.org,,State Government,Louisiana,accepted term,Louisiana board of speech language pathology -- Note added 8/24/15 14:51,http://lbespa.org/,6/6/13 18:08,louisiana board
legvi.org,,State Government,Virgin Islands,accepted term,Legislature of the Virgin Islands -- Note added 8/18/14 14:07,http://www.legvi.org/,8/18/14 14:06,virgin islands
lkm.org,,State Government,Kansas,accepted term,League of Kansas Municipalities -- Note added 7/9/14 4:50,http://lkm.org/,6/6/13 18:08,municipalities note
llronline.com,,State Government,South Carolina,accepted term,"South Carolina Department of Labor, Licensing and Regulation -- Note added 1/17/14 15:50",http://llronline.com/,6/6/13 18:08,south carolina
lmc.org,,State Government,Minnesota,accepted term,"League of Minnesota Cities Per the 'About the League' section of their website, LMC is 'a membership organization dedicated to promoting excellence in local government.'  -- Note added 4/26/15 4:37",http://www.lmc.org/,6/6/13 18:08,section website
loteriaelectronicapr.com,,State Government,Puerto Rico,accepted term,LoterÃ­a ElectrÃ³nica de Puerto Rico -- Note added 6/12/13 14:11,,6/12/13 14:10,note added
louisianacda.com,,State Government,Louisiana,accepted term,Louisiana Community Development Authority -- Note added 9/23/15 12:18,http://www.louisianacda.com/,6/6/13 18:08,community development
louisianalottery.com,,State Government,Louisiana,accepted term,Louisiana Lottery Corporation -- Note added 6/12/13 14:13,,6/6/13 18:08,corporation note
louisianaseafood.com,,State Government,Louisiana,accepted term,"Louisiana Seafood Board. In 1984, the State of Louisiana created the Louisiana Seafood Promotion & Marketing Board. For more information see https://www.legis.la.gov/legis/BoardMembers.aspx?boardId=355. -- Note added 11/12/15 15:08",http://www.louisianaseafood.com/,6/6/13 18:08,louisiana seafood
louisianataxfree.com,,State Government,Louisiana,accepted term,Louisiana Tax Free Shopping Commission -- Note added 9/23/15 16:44,http://www.louisianataxfree.com/,6/6/13 18:08,commission note
louisianatravel.com,,State Government,Louisiana,accepted term,Travel and Tourism Site for Louisiana -- Note added 6/6/13 19:40,http://www.louisianatravel.com/,6/6/13 18:08,travel tourism
lpcboard.org,,State Government,Louisiana,accepted term,Licensed Professional Counselors Board of Examiners -- Note added 8/24/15 14:53,http://lpcboard.org/,6/6/13 18:08,licensed professional
lpgov.org,,State Government,Louisiana,accepted term,Police Jury Association of Louisiana -- Note added 7/23/13 19:36,http://lpgov.org/,6/6/13 18:08,louisiana note
lrcboard.org,,State Government,Louisiana,accepted term,LLPVRC Board of Examiners -- Note added 8/24/15 14:54,http://lrcboard.org/,6/6/13 18:08,board examiners
lsbep.org,,State Government,Louisiana,accepted term,Louisiana State Board of Examiners of Psychologists   -- Note added 8/24/15 14:55,http://www.lsbep.org/,6/6/13 18:08,louisiana state
lsbes.org,,State Government,Louisiana,accepted term,Louisiana State Board of Examiners for Sanitarians -- Note added 9/23/15 16:47,http://lsbes.org/,6/6/13 18:08,louisiana state
lsbid.org,,State Government,Louisiana,accepted term,Louisiana State Board of Examiners of Interior Designers -- Note added 9/23/15 16:48,http://lsbid.org/,6/6/13 18:08,louisiana state
lsbmt.org,,State Government,,accepted term,Louisiana Board of Massage Therapy -- Note added 11/12/15 17:34,,6/6/13 18:08,louisiana board
lsbpie.com,,State Government,Louisiana,accepted term,Louisiana State Board of Private Investigator Examiners -- Note added 8/24/15 14:55,http://lsbpie.com/,6/6/13 18:08,louisiana state
lsbpne.com,,State Government,Louisiana,accepted term,LOUISIANA STATE BOARD OF PRACTICAL NURSE EXAMINERS -- Note added 8/24/15 14:56,http://www.lsbpne.com/,6/6/13 18:08,louisiana state
lsbvm.org,,State Government,Louisiana,accepted term,Louisiana Board of Veterinary Medicine -- Note added 8/24/15 14:56,http://lsbvm.org/webcontent.asp?WebpageID=1,6/6/13 18:08,louisiana board
lsbwdd.org,,State Government,Louisiana,accepted term,Louisiana Board of Drug and Device Distributors -- Note added 8/24/15 14:57,http://www.lsbwdd.org/,6/6/13 18:08,louisiana board
lsuagcenter.com,,State Government,Louisiana,accepted term,LSU Ag Center -- Note added 8/24/15 14:57,http://www.lsuagcenter.com/,6/6/13 18:08,center note
lwm-info.org,,State Government,Wisconsin,accepted term,League of Wisconsin Municipalities -- Note added 8/5/14 6:00,http://www.lwm-info.org/,6/6/13 18:08,municipalities note
mainehistory.org,,State Government,Maine,accepted term,maine history -- Note added 8/27/15 18:29,http://www.mainehistory.org/,6/6/13 18:08,maine history
mainehousing.org,,State Government,Maine,accepted term,maine state housing authority -- Note added 8/27/15 18:30,http://mainehousing.org/,6/6/13 18:08,maine state
mainelottery.com,,State Government,Maine,accepted term,Maine State Lottery - www.mainelottery.com -- Note added 6/12/13 14:14,,6/6/13 18:08,maine state
maineturnpike.com,,State Government,Maine,accepted term,maine turnpike authority -- Note added 8/27/15 18:30,http://www.maineturnpike.com/Home.aspx,6/6/13 18:08,authority note
